instrument_token,exchange_token,tradingsymbol,,,,,,,,segment,
2542337,9931,VIKASLIFE,,,,,,,,NSE,
2978817,11636,VIKASPROP-BZ,,,,,,,,NSE,
2323457,9076,VIKASWSP-BZ,,,,,,,,NSE,
3353857,13101,VIMTALABS,,,,,,,,NSE,
4445185,17364,VINATIORGA,,,,,,,,NSE,
945665,3694,VINDHYATEL,,,,,,,,NSE,
974593,3807,VINEETLAB,,,,,,,,NSE,
3201537,12506,VINNY-BE,,,,,,,,NSE,
4306177,16821,VINYLINDIA,,,,,,,,NSE,
3799809,14843,VIPCLOTHNG,,,,,,,,NSE,
947969,3703,VIPIND,,,,,,,,NSE,
2156545,8424,VIPULLTD,,,,,,,,NSE,
1515521,5920,VIRESCENT-IV,,,,,,,,NSE,
1080577,4221,VISAKAIND,,,,,,,,NSE,
3404289,13298,VISASTEEL-BE,,,,,,,,NSE,
1869569,7303,VISESHINFO,,,,,,,,NSE,
3013889,11773,VISHAL,,,,,,,,NSE,
1768449,6908,VISHNU,,,,,,,,NSE,
3507713,13702,VISHWARAJ,,,,,,,,NSE,
3051521,11920,VITAL-SM,,,,,,,,NSE,
2807553,10967,VIVIANA-SM,,,,,,,,NSE,
7648513,29877,VIVIDHA,,,,,,,,NSE,
3238657,12651,VIVIMEDLAB-BZ,,,,,,,,NSE,
1948161,7610,VIVO-SM,,,,,,,,NSE,
951041,3715,VLSFINANCE,,,,,,,,NSE,
816129,3188,VMARCIND-SM,,,,,,,,NSE,
7496705,29284,VMART,,,,,,,,NSE,
3475713,13577,VOLTAMP,,,,,,,,NSE,
951809,3718,VOLTAS,,,,,,,,NSE,
2226177,8696,VRLLOG,,,,,,,,NSE,
5369089,20973,VSCL-SM,,,,,,,,NSE,
6929153,27067,VSSL,,,,,,,,NSE,
953345,3724,VSTIND,,,,,,,,NSE,
6218753,24292,VSTTILLERS,,,,,,,,NSE,
530689,2073,VTL,,,,,,,,NSE,
5168129,20188,WABAG,,,,,,,,NSE,
956417,3736,WALCHANNAG,,,,,,,,NSE,
1283329,5013,WALPAR-SM,,,,,,,,NSE,
3601153,14067,WANBURY-BE,,,,,,,,NSE,
958721,3745,WATERBASE,,,,,,,,NSE,
492289,1923,WEALTH,,,,,,,,NSE,
3738113,14602,WEBELSOLAR,,,,,,,,NSE,
959489,3748,WEIZMANIND,,,,,,,,NSE,
2005761,7835,WEL,,,,,,,,NSE,
3026177,11821,WELCORP,,,,,,,,NSE,
2976257,11626,WELENT,,,,,,,,NSE,
5068801,19800,WELINV,,,,,,,,NSE,
2880769,11253,WELSPUNIND,,,,,,,,NSE,
1084161,4235,WENDT,,,,,,,,NSE,
2964481,11580,WESTLIFE,,,,,,,,NSE,
2524673,9862,WEWIN,,,,,,,,NSE,
964097,3766,WHEELS,,,,,,,,NSE,
4610817,18011,WHIRLPOOL,,,,,,,,NSE,
965633,3772,WILLAMAGOR,,,,,,,,NSE,
1373697,5366,WINDLAS,,,,,,,,NSE,
6392065,24969,WINDMACHIN,,,,,,,,NSE,
3085313,12052,WINPRO,,,,,,,,NSE,
5245697,20491,WIPL-BE,,,,,,,,NSE,
969473,3787,WIPRO,,,,,,,,NSE,
1921537,7506,WOCKPHARMA,,,,,,,,NSE,
768513,3002,WONDERLA,,,,,,,,NSE,
5702913,22277,WORTH,,,,,,,,NSE,
3796993,14832,WSI-BE,,,,,,,,NSE,
972545,3799,WSTCSTPAPR,,,,,,,,NSE,
2996481,11705,XCHANGING,,,,,,,,NSE,
2170113,8477,XELPMOC,,,,,,,,NSE,
2920193,11407,XPROINDIA,,,,,,,,NSE,
6399745,24999,YAARI,,,,,,,,NSE,
3050241,11915,YESBANK,,,,,,,,NSE,
1408257,5501,YUKEN,,,,,,,,NSE,
975873,3812,ZEEL,,,,,,,,NSE,
5338113,20852,ZEELEARN,,,,,,,,NSE,
3584769,14003,ZEEMEDIA,,,,,,,,NSE,
2253313,8802,ZENITHEXPO-BE,,,,,,,,NSE,
3727873,14562,ZENITHSTL,,,,,,,,NSE,
275457,1076,ZENSARTECH,,,,,,,,NSE,
1922049,7508,ZENTEC,,,,,,,,NSE,
4330241,16915,ZFCVINDIA,,,,,,,,NSE,
3170305,12384,ZIMLAB,,,,,,,,NSE,
1825025,7129,ZODIAC,,,,,,,,NSE,
978177,3821,ZODIACLOTH,,,,,,,,NSE,
1304833,5097,ZOMATO,,,,,,,,NSE,
2916865,11394,ZOTA,,,,,,,,NSE,
7436801,29050,ZUARI,,,,,,,,NSE,
979713,3827,ZUARIIND,,,,,,,,NSE,
2029825,7929,ZYDUSLIFE,,,,,,,,NSE,
4514561,17635,ZYDUSWELL,,,,,,,,NSE,
